% Model:              2-D model without Neumann boundary.mph
% Version:            COMSOL 5.2.1.152
% Date:               Feb 27 2019, 18:15
% Dimension:          2
% Nodes:              218
% Expressions:        1
% Description:        温度
% Length unit:        m
% r                       z                        T (K)
0.06804522084875536       0.022549360554376504     280.69886093210454
0.061308286628028674      0.028413106237358435     285.4294127068915
0.054987322748652735      0.03346180200617354      291.25654122421423
0.048490930419756606      0.03683582314277659      298.11435215736225
0.08579786672987164       0.02055873342741921      275.81047802880335
0.0777535284493042        0.022965020165779407     278.07713257077563
0.07292745252671011       0.027478638790856623     280.5811845892731
0.06879238056348923       0.031153865076326274     283.1987823442198
0.06264834723854651       0.03618403403270308      287.97400810947624
0.05532077143363064       0.040786739497460284     295.0055970460997
0.08520212740557967       0.028184506553296424     276.9114356513535
0.07686965779121813       0.03185709493366708      280.1958839716977
0.07036262160833903       0.03659521339324671      284.05820021847586
0.06779803192553616       0.04180454417443096      286.84984762671985
0.05474693951156328       0.048878781581629414     299.37900223901903
