% Model:              2-D steady-state model.mph
% Version:            COMSOL 5.2.1.152
% Date:               Feb 27 2019, 17:30
% Dimension:          2
% Nodes:              208
% Expressions:        1
% Description:        温度
% Length unit:        m
% r                       z                        T (K)
0.02                      0.008                    286.3348824086439
0.02                      0                        273.15
0.025497223459392305      0.005490331377192716     281.93505559630427
0.028466225178970257      0                        273.15
0.02                      0.016                    300.8693117707105
0.026306889230874153      0.012136694322603734     292.9914730010136
0.03740717422612565       0                        273.15
0.03293456006876181       0.007058399805460785     283.5594834318917
0.02                      0.024000000000000004     318.6511233534586
0.02653980453619809       0.020070112593695382     308.000381679139
0.04634900647953627       0                        273.15
0.04197276668417323       0.006734038117965437     281.49666800193967
0.05529083873294689       0                        273.15
0.050694683978215936      0.007073377107744812     280.1810329464568
0.06423267098635752       0                        273.15
0.059610661137169306      0.007227251775641314     278.6157140387832
0.02                      0.03200000000000001      343.4983397990206
0.02681858859367116       0.02795911583038374      326.5817565897191
0.07317450323976814       0                        273.15
0.06861698637459829       0.0072811753820988395    277.10780359400684
0.08211633549317876       0                        273.15
0.07764541936647346       0.007240503385123538     275.75310417819327
0.02                      0.04                     395.956459296887
0.02697375585169527       0.03608613748247246      352.3462568930973
0.09105816774658938       0                        273.15
0.0861785348393811        0.006523799117734413     274.5126028965531
0.1                       0                        273.15
0.09385284105724873       0.005902680590224744     273.672483784753
0.02                      0.04835790409524163      447.929804198169
0.027039843543329972      0.044357888495478254     383.8476526323158
0.1                       0.00913448514434536      273.15
0.02                      0.05701467850990266      468.4638588411232
0.027082935537107902      0.05281737355943255      406.38337652009835
0.1                       0.01849833818115786      273.15
0.09187662614099759       0.013923838796122703     274.78608774062917
0.02                      0.06567155950330086      477.1519519487524
0.027123993479595015      0.06147512774881472      418.39573704912453
0.1                       0.027862276693674592     273.15
0.09259052466190965       0.023674948930308273     275.6308394899147
0.02                      0.07432844049669907      477.15183693841567
0.027165072559196205      0.07014835374714869      421.8497118891942
0.02                      0.08298532149009727      468.46423384073023
0.027199923243248558      0.07884200171110868      417.6284831675295
0.1                       0.03722621520619133      273.15
0.09252789106741723       0.03272826865746737      276.5110815211515
0.02                      0.09164209590475832      447.92526895729196
0.02720135540356332       0.08753405629033711      404.9629398346537
0.02                      0.1                      395.9908496089043
0.02706298026651673       0.09608943611403016      382.1779641719608
0.02                      0.10800000000000001      343.5068890701762
0.026716055719268147      0.10428454640331963      351.4966242771432
0.02                      0.11600000000000002      318.6557017407104
0.0263491778125052        0.11212955339400493      326.71315975401654
0.1                       0.04659015371870806      273.15
0.09243968083243365       0.04196968492384807      277.32084505092826
0.02                      0.12400000000000003      300.8712550915611
0.026157751358668         0.11981186833598083      308.39231610022756
0.1                       0.05595409223122479      273.15
0.09242780745103905       0.05126001180009734      277.93047824313106
0.02                      0.132                    286.33592522610087
0.026171251084930375      0.12770574089550776      293.2936183644699
0.02                      0.14                     273.15
0.025519432175154493      0.13446944775727948      281.9991086443219
0.1                       0.06531803074374153      273.15
0.09242518638510322       0.0605864477126901       278.3188029945282
0.02846622517897028       0.14                     273.15
0.1                       0.07468196925625825      273.15
0.09244161067774827       0.0699273780010891       278.44124227634757
0.03740717422612561       0.14                     273.15
0.033113877215166926      0.13275308739192498      283.8135903423509
0.1                       0.08404590776877499      273.15
0.09248124293797871       0.07923538639348635      278.2836096546375
0.04634900647953623       0.14                     273.15
0.04279216935179331       0.1328207178877966       281.8896356983444
0.1                       0.09340984628129172      273.15
0.09249264228955514       0.08863051422705384      277.89340863407807
0.05529083873294684       0.14                     273.15
0.051096082789190124      0.13278116959336497      280.24580135832497
0.1                       0.10277378479380846      273.15
0.09251485795217987       0.0980422897801051       277.27653684920307
0.06423267098635746       0.14                     273.15
0.05965481735487958       0.13254548188620713      278.7794997227775
0.1                       0.11213772330632518      273.15
0.09258004843205066       0.1074240498275454       276.4730011265383
0.07317450323976807       0.14                     273.15
0.06833540678601635       0.13258603467084018      277.2257889812347
0.1                       0.12150166181884191      273.15
0.0928335253308669        0.11676825495392708      275.50361829357917
0.08211633549317868       0.14                     273.15
0.07691126908122552       0.1325088663656495       275.9473441006102
0.1                       0.13086551485565462      273.15
0.09334042689190883       0.12581831787042808      274.50350406485194
0.0910581677465893        0.14                     273.15
0.08611536929318195       0.13159989690574908      274.9111600568404
0.1                       0.14                     273.15
0.09410389936655146       0.13365557106278955      273.68753417188384
0.03286974732089269       0.016201322159273526     298.0616335131803
0.03914017993970065       0.013033548416450965     290.62512119270355
0.03354911939156565       0.02388211849884272      311.56126455882355
0.04607907077467666       0.013928722830295235     289.00530512787185
0.04028278023485379       0.019551066661269673     299.4014528029971
0.054866381268039326      0.01455375664456273      286.0267193017025
0.06398314424784406       0.014572272084533487     282.60866668098635
0.033932012941188076      0.031991357428871395     328.17880731677093
0.041095659271052694      0.02769493599966509      311.0691979006197
0.04943362846072004       0.02272494887209099      297.1706062806467
0.07302083648183832       0.014706510902276843     279.746443399541
0.08192278884132237       0.014298206790299384     277.15096511051337
0.05935217695475332       0.021870708855770214     289.9006312307397
0.06835011313598743       0.0218624530825481       285.07109495104663
0.03405328499297536       0.04027401263609955      347.3224946978321
0.04110065637052041       0.03608761797903777      324.49341957835446
0.0482757582274682        0.03193250655787799      308.77529652688605
0.056079916251567906      0.029618209645049326     298.5548594747808
0.08587926632510674       0.020645541957790614     277.49137045555483
0.07760656692480436       0.022984454689057715     281.29089638250304
0.06411567567409752       0.029521259652720094     292.02195693055614
0.07128948092947132       0.02872864716802507      286.80842840765206
